id,target,candidate,rouge1,rouge2,rougeL,rougeLs,chrf
1,"['A ""major"" fire on Bognor Regis seafront has been brought under control.']",['The Esplanade was closed at the junctions with West Street and Lennox Street in Bognor Regis.'],0.1428571428571428,0.0769230769230769,0.1428571428571428,0.1428571428571428,26.53477284024484
2,['The European Commission (EC) has launched an investigation into whether a major windfarm off the Devon coast could endanger wildlife.'],"['The EC is taking up the issue with the UK government due to the ""failure to propose protection sites for the harbour porpoise""']",0.1395348837209302,0.0,0.1395348837209302,0.1395348837209302,18.08405227947856
5,['Childish Gambino has made Grammy Awards history by winning both song and record of the year for This Is America.'],['This Is America is the first rap song to win both categories since 2008 .'],0.3529411764705882,0.125,0.1764705882352941,0.1764705882352941,24.77205435838461
7,"['Support from the Welsh NHS after sepsis was like being on a rollercoaster ""blindfolded"", a Tory politician who survived the illness has said.']",['The UK Sepsis Trust has said it has no support for sepsis survivors in Wales.'],0.263157894736842,0.0555555555555555,0.2105263157894737,0.2105263157894737,22.86812509229528
14,['A white tailed sea eagle chick that swallowed two fish hooks and became wrapped up in the lines attached to them has been saved by the SSPCA.'],['The chick was found at Loch Arkaig in Lochaber.'],0.1666666666666666,0.0,0.1111111111111111,0.1111111111111111,10.097661886416043
18,"['After Prime Minister David Cameron announced the return of the British Empire Medal (BEM), we tell the stories of some of the local heroes who were honoured the first time round.']","['\'The BEM\' was abolished in 1946 by the RAF, a former soldier who was honoured with a medal for ""rescuing"" a gang of armed men from a German minefield.']",0.2333333333333333,0.0,0.1666666666666666,0.1666666666666666,20.302800149970697
19,"['The death of Simegnew Bekele, the project manager of the multi-billion-dollar Grand Ethiopian Renaissance Dam, has been met by an outpouring of grief in Ethiopia.']","['The Grand Ethiopian Renaissance Dam, which is set to be the largest hydropower plant in Africa, has been renamed as a ""Patriotic ambitions"" by the government.']",0.4150943396226415,0.1568627450980392,0.3018867924528302,0.3018867924528302,37.79579465750828
20,"[""A court in the United States has sentenced a Singapore national for conspiring to provide material support to Sri Lanka's Tamil Tigers.""]","['US Attorney Rod J Rosenstein has been sentenced to 37 months in prison . he was accused of aiding the LTTE in the attempted purchase of Surface to Air Missiles, Night Vision of Devices, Machine Guns and State of the Art Firearms.']",0.1875,0.032258064516129,0.125,0.125,26.45803896595777
23,"[""It is a humiliating day for Co-op Group, or at least its previous management, because there is confirmation in today's rescue deal for Co-op Bank that the value of the bank has collapsed to nothing.""]",['Co-op Group is putting pressure on its creditors to agree to a deal to save the bank . a new committee is being rewritten to state that it must behave ethically.'],0.3768115942028986,0.0895522388059701,0.2318840579710144,0.2318840579710144,26.214581016434124
24,"[""Benedict Cumberbatch, Dame Helen Mirren and Dame Maggie Smith will be among the British stars on the red carpet at this year's London Film Festival.""]","['The London Film Festival will open on Tuesday with The Program, starring Colin Farrell and Rachel Weisz.']",0.372093023255814,0.097560975609756,0.186046511627907,0.186046511627907,26.29587379584179
25,['The taxpayer is owed more than £50m as a result of the collapse of ship building firm Ferguson Marine.'],"['A total of £49.7m is owed to the Scottish government - nearly £5m more than previously revealed . a number of private buyers have expressed an interest in the shipyard, but have not said how many.']",0.3333333333333333,0.0769230769230769,0.2592592592592592,0.2592592592592592,25.900424468072742
27,"[""A photograph of a man sleeping in a McDonald's in Fayette County, Georgia, has gone viral - but perhaps not for the intended reason.""]","[""a woman who shared a photo of a young man who was homeless has been criticized by a local woman who has criticized Mr Childs' behavior.""]",0.24,0.0416666666666666,0.24,0.24,18.09078181239817
29,['Performances at the Latitude Festival were suspended for about an hour after lightning and heavy rain caused the power to be turned off.'],"['""Lightning is the concern, not rain,"" organisers of the event say.']",0.2352941176470588,0.0,0.1764705882352941,0.1764705882352941,17.09219272870245
30,['Celebrations have been held to mark the 200th anniversary of the opening of the Monmouthshire and Brecon Canals.'],['The canal is credited with kick-starting the Industrial Revolution in towns near its route.'],0.1212121212121212,0.0,0.1212121212121212,0.1212121212121212,16.466556545114898
32,['A council has said it may temporarily remove a statue of Robert Baden-Powell from public view after critics accused the Scout movement founder of racism.'],"['Baden-Powell\'s biographer says he was a \'sexual homosexual\' and a ""sexual"" man who was \'sentimental\' about boys.']",0.1777777777777777,0.0465116279069767,0.0888888888888888,0.0888888888888888,19.653131065610683
33,"['Almost three-quarters of universities in England are planning to charge the maximum £9,000 tuition fee for some or all of their courses, according to Office for Fair Access (Offa) figures.']","['The average fee level for 2014-15 will rise by about £150 to about £8,650, according to the Fair Access Watchdog.']",0.2962962962962963,0.0769230769230769,0.2592592592592592,0.2592592592592592,20.40231010661813
34,"['An MSP has voiced her ""deep sadness"" over the killing of the founder of the first Buddhist monastery in the UK.']",['A Chinese police statement said a Tibetan man had been killed in a dispute with a Chinese policeman.'],0.0512820512820512,0.0,0.0512820512820512,0.0512820512820512,15.9184270297747
35,['Google has gained hundreds of patents from IBM as it continues its intellectual property spending spree.'],"['Google has acquired 187 patents and 36 applications, including a $12.5bn (£7.7bn) deal for Motorola Mobility.']",0.1764705882352941,0.0625,0.1764705882352941,0.1764705882352941,24.39997767473452
42,"[""The crisis in Ukraine has refocused minds at the North Atlantic Treaty Organization (Nato) on the threat posed by Russia and the need to improve the alliance's collective defence capability.""]",['The Nato alliance is launching a new drone-based missile defense system that will be used by allies in the future.'],0.2307692307692307,0.0,0.1538461538461538,0.1538461538461538,22.14765097378803
43,"[""Royal Bank of Scotland (RBS) has sold Coutts International, the overseas arm of the private bank, to Switzerland's Union Bancaire Privee (UBP).""]","['The bank has been owned by RBS since 2000, managing assets of more than $30bn (£20.2bn).']",0.25,0.0,0.15,0.15,12.83672690457816
44,['The Bloodhound vehicle has become the third fastest British car of all time - unofficially.'],"[""A new CN7 racer has clocked a speed of 461mph (741km/h) as it powered across a dry-out lakebed in southern Africa's Kalahari desert.""]",0.1,0.0,0.1,0.1,16.201554794563403
46,"['In 2015, an unassuming-looking Bill Gates came on stage at the TED conference in Vancouver to issue a dire warning.']","[""The BBC's 'Covid-19' conspiracy theories have been viewed more than 64 million times . 'The internet is making conspiracy theories spread,' says Professor Rory Smith.""]",0.0425531914893617,0.0,0.0425531914893617,0.0425531914893617,18.61704820517389
48,['A US soldier captured by the Taliban for five years has pleaded guilty at a military court in North Carolina to desertion and misbehaviour before the enemy.'],"['A US soldier was captured by the Taliban in Afghanistan in 2009, a US official said.']",0.4186046511627907,0.2439024390243902,0.3720930232558139,0.3720930232558139,27.02989404759441
53,"['A bridge, which was saved from demolition as part of a campaign when the M5 motorway was built, could soon have water flowing underneath it again.']",['A £15m bid to restore the Stroudwater Canal has begun for a £20m restoration project.'],0.1463414634146341,0.0,0.0975609756097561,0.0975609756097561,14.63892459757344
58,['Thousands of swimmers are expected to head to Windermere this weekend for the 2011 Great North Swim.'],['The event was cancelled after potentially toxic algae was discovered in the water by the Environment Agency.'],0.0588235294117647,0.0,0.0588235294117647,0.0588235294117647,15.62936858032934
59,"['Weetabix must remove a children\'s game app over concerns it could make youngsters feel ""inferior"" for not eating the cereal.']",['Weetabix has ruled that the app must be taken down from its website and must not appear in its current form again.'],0.2325581395348837,0.0,0.1395348837209302,0.1395348837209302,23.593054190688846
63,"[""Five Indian students facing charges of sedition after organising a protest at Delhi's prestigious Jawaharlal Nehru University (JNU), have resurfaced.""]","[""The students were arrested after a protest over the 2013 death of Kashmiri man Mohammed Afzal Guru . he was executed over a 2001 plot to attack India's parliament .""]",0.24,0.0416666666666666,0.1999999999999999,0.1999999999999999,25.530425392767008
66,"[""A Moscow court has rejected a female flight attendant's sex discrimination claim against the Russian national carrier Aeroflot.""]",['Aeroflot says its rules are designed to ensure passenger safety.'],0.0689655172413793,0.0,0.0689655172413793,0.0689655172413793,15.97397385034734
67,['The parents of a Buckingham girl who was killed by a cyclist will be in the House of Commons later as their fight to change the law continues.'],"[""Aylesbury magistrates will hear a new Commons Bill over the issue of 'dangerous cycling'""]",0.2380952380952381,0.0,0.1428571428571428,0.1428571428571428,22.470782109476666
68,['Members of the Fire Brigades Union in England and Wales have held a further strike on Christmas Eve in a dispute over pensions.'],['The FBU in Surrey and Kent has been recalled after a major storm has hit the country.'],0.1999999999999999,0.0,0.1999999999999999,0.1999999999999999,15.571417646495444
71,"['The first Large Blue butterflies at a Somerset nature reserve have begun emerging a month later than normal, the National Trust has said.']",['The Large Blue was re-introduced to the Somerset site in the summer of 2000 and the first successful flight season was the following year.'],0.2499999999999999,0.0869565217391304,0.2083333333333333,0.2083333333333333,28.56112345568057
72,['Dig out your cork wedges and designer sunglasses because Love Island is heading back to our screens.'],"['The 2018 season of the show will be confined to one small area, a representative for the show confirmed.']",0.0555555555555555,0.0,0.0555555555555555,0.0555555555555555,16.056937784228015
73,"['The creator of a ""Swindon Town"" dress worn to the Baftas by Daisy May Cooper screamed when she saw it on the red carpet.']","[""The red football shirt dress was created by Cooper's aunt, Fiona Hesford, for the BBC Three show.""]",0.2857142857142857,0.0499999999999999,0.2380952380952381,0.2380952380952381,26.78884221861389
77,"[""HSBC's share price has fallen to its lowest level since 1995 amid allegations of money laundering.""]","['HSBC has been under a string of pressures in Hong Kong, and from the coronavirus pandemic, its shares have fallen by some 50%.']",0.25,0.0,0.15,0.15,27.24746701516377
79,"['People who tried to escape from East Germany during the Cold War could be shot, jailed and tortured. But the government was so short of money that some ended up being secretly sold - to West Germany, the country most of them had been trying to reach in the first place.']","['The German government was forced to sell political prisoners to West Germany in 1964, despite the fact that it was a ""failure"" to the country.']",0.3466666666666667,0.1095890410958903,0.2399999999999999,0.2399999999999999,26.61555226556805
80,"['Fifteen rising music artists have been named on the longlist for the BBC Sound of 2014 , which showcases some of the brightest new acts for the year ahead.']",['The Sound of 2014 list is compiled using tips from 170 tastemakers who have already been named on the list.'],0.375,0.217391304347826,0.2083333333333333,0.2083333333333333,30.464331477534163
82,['Chief Colombian government peace negotiator Humberto de la Calle has said the leftist Farc rebel group will be held to account for all the acts of violence it has committed.'],['Colombian president Juan Manuel Santos has reaffirmed that the rebels will continue fighting until the end of the conflict.'],0.2448979591836734,0.0,0.2448979591836734,0.2448979591836734,22.788466366202115
83,"['Hurricane Florence, which is nearing the US East Coast, could kill ""a lot of people"", officials warn.']","['1.7m people have been ordered to evacuate from North Carolina, South Carolina and Virginia, according to a report.']",0.1111111111111111,0.0,0.0555555555555555,0.0555555555555555,18.243863778904576
86,['Three families are due in court on Tuesday to challenge the decision to exclude non-religious beliefs from the new religious studies GCSE syllabus.'],"[""The government is seeking a judicial review of the government's decision to allow students to study two religions but not humanism.""]",0.217391304347826,0.0454545454545454,0.1304347826086956,0.1304347826086956,25.454788521271
89,['Boots has been accused of refusing to cut the cost of one of its morning-after pills for fear of criticism from campaigners.'],"['The British Pregnancy Advisory Service (BPAS) wants to reduce the cost of emergency contraception Levonelle . BPAS has said it is ""disappointed"" by the focus a pharmacy has taken.']",0.196078431372549,0.0816326530612244,0.1568627450980392,0.1568627450980392,23.70833971816672
90,"[""Few Germans had expected to enjoy all the trappings of a traditional Christmas this year but new countrywide restrictions, which come into force on Wednesday, will limit festivities to the smallest of family gatherings. No carolling, no parties and even Germany's much loved glühwein stalls will close, as drinking outdoors is banned.""]","['Germany\'s new lockdown light has been a ""complete nightmare"" with increasing numbers of deaths and infections.']",0.1690140845070422,0.0289855072463768,0.0845070422535211,0.0845070422535211,13.363413506010325
91,"[""South Korea's president has promised the wreckage of the Sewol ferry will be raised at the earliest opportunity. But is it that straightforward?""]",['The ferry sank in waters between 37 and 43 metres (121 and 141 feet) deep in South Korea in April 2014 .'],0.1777777777777777,0.0465116279069767,0.0888888888888888,0.0888888888888888,17.685166315646953
94,['The makers of hit American TV series Glee are to release a mini-album of Madonna cover songs.'],['The Power Of Madonna will be the third official album from the show and will be released on Monday 26 April.'],0.2051282051282051,0.054054054054054,0.1538461538461538,0.1538461538461538,26.92658115564621
96,['Patients from West Cumbria requiring high-risk surgery will have to travel to Carlisle as a result of changes announced by the local NHS trust.'],"['A spokesman for the Royal College of Nursing (RCN) said the move ""made sense in clinical terms""']",0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,13.602300905437072
98,"[""Doctor Who, Call the Midwife and Mrs Brown's Boys are among the shows that will be in this year's Christmas TV schedule, the BBC has revealed.""]","[""The BBC's Christmas TV line-up includes special episodes of The Goes Wrong Show and The Great British Sewing Bee.""]",0.3265306122448979,0.1276595744680851,0.2040816326530612,0.2040816326530612,24.383498910998867
99,"[""The widespread coverage and high drama of the Fifa Women's World Cup has sparked football fever across the UK, with a record-breaking 6.9 million people watching England's most recent clash. There were still far more people watching men's World Cup matches, with 26.5 million viewers tuning in to see England knocked out last year. But there are some ways women's football is hitting the back of the net - while the male strand of the sometimes-beautiful game bounces disappointingly off the crossbar.""]","[""Women's football is becoming more popular in the women's world cup, according to a new study.""]",0.2429906542056074,0.1142857142857142,0.1495327102803738,0.1495327102803738,11.187135546335975
0,['Crowdsourced funding site Kickstarter has suffered its first publicised scam.'],"['The site has raised over $3.3m from more than 87,000 backers to develop a new point-and-click adventure.']",0.1290322580645161,0.0,0.1290322580645161,0.1290322580645161,18.425306623200356
1,['Electric carmaker Tesla says all cars it now builds will have hardware needed to drive completely on their own.'],"['Tesla is now disabling its autopilot system on all new cars to allow ""robust"" testing . Tesla founder Elon Musk has said it\'s a ""revolutionary technology"" that will have a big impact on the economy.']",0.3333333333333333,0.0384615384615384,0.2592592592592592,0.2592592592592592,26.49785686688222
2,"['Games of Thrones broadcaster HBO has sent ""take down"" notices to Periscope, the live-streaming video app owned by Twitter, after users of the app broadcast episodes of the hit show on Sunday night.']","['HBO says it is a non-issue for Game of Thrones because it is already posted online at very high quality, it says.']",0.1052631578947368,0.0363636363636363,0.0701754385964912,0.0701754385964912,18.509500452033222
5,['Troubled Japanese bitcoin exchange Mt Gox has won temporary bankruptcy protection in the US.'],"[""A US bankruptcy court has agreed to protect Mt Gox's US assets and temporarily halt two US lawsuits while bankruptcy proceedings occur in Japan.""]",0.3076923076923076,0.054054054054054,0.2051282051282051,0.2051282051282051,40.37336868112602
6,"[""Monster Hunter World - the blockbuster video game - has been banned by China's censors just days after going on sale.""]","['China has banned dozens of video games in the past - typically for featuring excessive violence, drug-taking or sex.']",0.2564102564102564,0.0,0.1025641025641025,0.1025641025641025,28.963915135422454
8,"[""Three employees of China's main search engine, Baidu, have been arrested on suspicion of having accepted bribes to delete posts from its forum service.""]","[""Baidu's web giant has fired three people, along with a fourth person who was not arrested.""]",0.1904761904761905,0.0,0.0952380952380952,0.0952380952380952,18.88176003738385
9,"['The Chinese Foreign Ministry has asked the US for a ""clear explanation"" after claims the CIA had been hacking targets in China for at least 11 years.']","['China has urged the US to give a clear explanation of any hacking activities, and make cyber-space peaceful and safe.']",0.3333333333333333,0.1304347826086956,0.2916666666666667,0.2916666666666667,31.191047219325903
11,"['Sharon White, the former head of the UK telecoms regulator Ofcom, has been recognised on the New Year Honours list.']","[""Ofcom is the UK's telecoms regulator, overseeing telephone and broadband services, mobile networks, and radio broadcasts.""]",0.2702702702702702,0.1142857142857142,0.2162162162162162,0.2162162162162162,32.09218600676568
12,"['The average broadband speed in the UK rose by 18% last year, regulator Ofcom says.']","['The average home speed is now 64 megabits per second (Mbps), up from 54.2Mbps the year before . Ofcom has released a new report on broadband availability - what is offered to homes rather than what speeds are actually achieved.']",0.2592592592592592,0.0384615384615384,0.2222222222222222,0.2222222222222222,32.22834993596249
15,['Facebook is working on software that could prevent users posting unflattering photos of themselves.'],"[""Facebook's head of artificial intelligence has revealed a plan to build a digital assistant to help identify people who have uploaded a picture without permission.""]",0.1,0.0,0.1,0.1,23.99510345285474
16,['Courier company Hermes has announced a trial of self-driving robots in the London borough of Southwark.'],"[""Starship Technologies' six-wheeled robots will be used to collect parcels rather than deliver them.""]",0.0625,0.0,0.0625,0.0625,19.163975147962105
17,"['I am the richest person in the world but, sadly, only when it comes to Beebcoins.']","['Bitcoin is a virtual currency that has been a huge hit in recent years, according to a recent survey.']",0.1142857142857142,0.0,0.1142857142857142,0.1142857142857142,17.881283966732507
18,"['Pepper, the humanoid robot that its makers say can recognise and respond to human emotions, goes on sale in Japan this weekend.']","['SoftBank is planning to release 1,000 robots a month.']",0.0625,0.0,0.0625,0.0625,11.624877796785992
19,['British scientists have developed a computer program they say can map the mood of the nation using Twitter.'],"['Emotive can analyse emotions from tweets on social networking sites, researchers say . the system could help police track potential criminal behaviour or threats to public safety.']",0.1363636363636363,0.0,0.0909090909090909,0.0909090909090909,23.016963663672215
21,['Copyright laws which critics say could change the internet have been voted in by the European Parliament.'],"['Article 13 is a ""massive blow"" for the internet, a campaign group says.']",0.1333333333333333,0.0714285714285714,0.1333333333333333,0.1333333333333333,21.205779157875988
23,"['The number of robberies on British bank branches has dropped by 90% in the past decade, figures from the British Bankers Association suggest.']","['66 bank robberies have been reported in the UK, according to a recent study.']",0.2162162162162162,0.0571428571428571,0.1621621621621621,0.1621621621621621,18.12042061667267
24,"['Warner Bros has confirmed it plans to release Mortal Kombat X next year, the latest edition in a video game series that has stoked controversy and allured fighting fanatics for more than 20 years.']","['""It was the beginning of a new series of violent video games,"" says a former Nintendo chief executive.']",0.1923076923076923,0.0,0.1538461538461538,0.1538461538461538,18.339904521345204
25,['It used to be a tweak in the Google search algorithm that sent a shudder through newsrooms trying to adapt to the online era. Now it is any change in the design of Facebook.'],"['Facebook is trying to make it harder for publishers to see news stories in different places, a journalist says.']",0.3018867924528302,0.0392156862745098,0.1509433962264151,0.1509433962264151,23.423996565961733
26,"[""Anyone who has ever jotted down a note on the back of an envelope and promptly lost it might be interested in Google's latest offering, Keep.""]","['Google is launching a digital memo service called Keep, which can be used to keep notes and annotate photos.']",0.217391304347826,0.0,0.1304347826086956,0.1304347826086956,20.88271237165352
27,"['Twitter chief executive Jack Dorsey has told US lawmakers the company\'s algorithms have not always been ""impartial"".']",['Democrat Paul Dorsey has been questioned by senators over allegations that Twitter censors conservative voices.'],0.2424242424242424,0.064516129032258,0.1818181818181818,0.1818181818181818,26.99224308382841
28,['Google says its AlphaGo Zero artificial intelligence program has triumphed at chess against world-leading specialist software within hours of teaching itself the game from scratch.'],"[""Google's DeepMind team has won 100 games against Stockfish 8 in the past year, according to a new study.""]",0.1739130434782608,0.0,0.1739130434782608,0.1739130434782608,19.15738161472381
29,['Sony has unveiled the first smartphone to feature a 4K-resolution screen.'],"[""Sony's Xperia Z5 Premium is a new camera module that can be used to capture video without downgrading the camera.""]",0.2424242424242424,0.0,0.1212121212121212,0.1212121212121212,19.88151716113256
30,"['Packages could soon be delivered to the boot of your Audi as part of a trial involving the car maker, Amazon and DHL.']",['A pilot project to test the system is planned to take place in Munich in May.'],0.1538461538461538,0.0,0.1025641025641025,0.1025641025641025,14.40952498746178
32,"['Chinese technology giant Tencent is introducing tough new rules to identify under-age gamers, amid a crackdown on gaming addiction in the country.']","[""Tencent will introduce a real-name registration system for its games, which will be linked to China's public security database . The move is the first of its kind in the world's largest gaming market.""]",0.2372881355932203,0.0350877192982456,0.135593220338983,0.135593220338983,28.335665646676546
33,"['A Swedish e-sports team have won $1.43m (£924,000) after emerging victorious at a Dota 2 tournament.']",['The final game of the Dota 2 video game was a close-run affair with the US-based team Alliance.'],0.2051282051282051,0.054054054054054,0.1025641025641025,0.1025641025641025,17.25500700492177
34,['Google has imposed restrictions on where people can get extensions for its Chrome browser.'],['Google has announced a new policy to allow extensions to be added to its Chrome store.'],0.3333333333333333,0.1428571428571428,0.3333333333333333,0.3333333333333333,36.64695651582349
35,"['In a hectic year, the tectonic plates of technology are shifting again. In the space of a few days, three giants of this industry - Apple, Microsoft and Google - are holding major product launches, and it is tablets which are centre stage.']","['Apple has launched a new tablet, the Surface, and the Nexus 7 - a tablet that has a huge impact on the market.']",0.1904761904761904,0.0,0.1269841269841269,0.1269841269841269,16.647340960433933
