,id,target,candidate,rouge1,rouge2,rougeL,rougeLs,chrf
0,0,"['Hackers who breached US government networks stole far more fingerprint records than first thought, officials have said.']","['The FBI, Pentagon and Department of Homeland Security are all part of a task force assessing how fingerprints could be misused.']",0.0,0.0,0.0,0.0,24.632118988044255
1,1,"['A ""major"" fire on Bognor Regis seafront has been brought under control.']",['The Esplanade was closed at the junctions with West Street and Lennox Street in Bognor Regis.'],0.1428571428571428,0.0769230769230769,0.1428571428571428,0.1428571428571428,26.534772840244838
2,2,['The European Commission (EC) has launched an investigation into whether a major windfarm off the Devon coast could endanger wildlife.'],"['The EC is taking up the issue with the UK government due to the ""failure to propose protection sites for the harbour porpoise""']",0.1395348837209302,0.0,0.1395348837209302,0.1395348837209302,18.08405227947856
3,3,['A patient has been diagnosed with the rare viral infection monkeypox in the south west of England.'],"['The patient has been transferred to a specialist infectious disease centre in London, the WHO said.']",0.4242424242424242,0.1290322580645161,0.303030303030303,0.303030303030303,34.81138820907466
4,4,"['UK inflation will quadruple to about 4% in the second half of next year and cut disposable income, a leading think tank has forecast.']","[""Inflation is expected to rise in the UK's consumer buying power over the coming months and quarters, the National Institute for Economic and Social Research (NIESR) said.""]",0.2307692307692307,0.0399999999999999,0.1923076923076923,0.1923076923076923,25.146185301294
5,5,['Childish Gambino has made Grammy Awards history by winning both song and record of the year for This Is America.'],['This Is America is the first rap song to win both categories since 2008 .'],0.3529411764705882,0.125,0.1764705882352941,0.1764705882352941,24.77205435838461
6,6,['A cyclist has died in a crash with a van in Neath Port Talbot.'],"['A black Volkswagen Transporter was in a collision with a cyclist on the A4109 at Banwen, South Wales.']",0.375,0.2,0.3125,0.3125,26.99706276661932
7,7,"['Support from the Welsh NHS after sepsis was like being on a rollercoaster ""blindfolded"", a Tory politician who survived the illness has said.']",['The UK Sepsis Trust has said it has no support for sepsis survivors in Wales.'],0.263157894736842,0.0555555555555555,0.2105263157894737,0.2105263157894737,22.868125092295276
8,8,"['A millipede so rare it is ""new to science"" and does not even have a common name, has been found in Neath Port Talbot.']",['A new species has been found at the Craig Gwladus Country Park in south Wales.'],0.3076923076923077,0.1081081081081081,0.3076923076923077,0.3076923076923077,21.72115524511095
9,9,['The parents of a boy who died in the 2014 floods have publicly thanked those who helped raise money for a lawyer to represent them at his inquest.'],['A coroner has decided the case was not in the public interest.'],0.2,0.0526315789473684,0.15,0.15,16.77438843803749
10,10,['A new memorial has been unveiled to remember freeminers who died in mining accidents in the Forest of Dean.'],['The Forest of Dean is a memorial to the people who died in the mining industry.'],0.6285714285714286,0.3636363636363636,0.3999999999999999,0.3999999999999999,39.98042307865988
11,11,"[""A review aimed at modernising Alderney's financial relationship with Guernsey is due to take a year.""]","['Guernsey\'s Deputy Chief Minister Allister Langlois said there was ""a great deal of work to do"".']",0.2352941176470588,0.0,0.1176470588235294,0.1176470588235294,24.455080479532047
12,12,"['Across the African continent, internet penetration is low, computers are often too expensive to purchase, and online business transactions can be logistically complicated to execute.']","[""Africa's mobile e-commerce platform, Umuntu Media, is launching a new mobile ad platform, which allows users to search for and purchase products via text messages.""]",0.1538461538461538,0.0,0.1153846153846153,0.1153846153846153,21.51125296022781
13,13,['A West Yorkshire care home which built its own sealed visiting booth said it has been inundated with messages from other homes asking how it was done.'],"['The pod was built around a patio door in Featherstone, Yorkshire, in under three hours.']",0.1904761904761904,0.0,0.0952380952380952,0.0952380952380952,21.45242208266472
14,14,['A white tailed sea eagle chick that swallowed two fish hooks and became wrapped up in the lines attached to them has been saved by the SSPCA.'],['The chick was found at Loch Arkaig in Lochaber.'],0.1666666666666666,0.0,0.1111111111111111,0.1111111111111111,10.097661886416043
15,15,"['A law company set up by three councils to save money has warned of ""uncertainties"" that could threaten its future after posting a £1.2m loss.']",['LGSS Law is a law firm owned by three councils in Cambridgeshire and has been reliant on shareholders in the firm.'],0.2553191489361702,0.1333333333333333,0.2553191489361702,0.2553191489361702,24.59489714146839
16,16,"['When police learned a suspected lion was on the loose in an Essex village, they brought in helicopters with thermal imaging kit and experts from a nearby zoo.']",['The search for a big cat has been called off after a lion paw sighting in Essex has been halted.'],0.25,0.0,0.1666666666666666,0.1666666666666666,18.140795734636036
17,17,['A probation officer who had been monitoring a serial offender when he went on to murder a teenager told an inquest she did the best she could under the heavy workload.'],"['Conner Marshall, 18, was beaten to death at Trecco Bay in Porthcawl in March 2015.']",0.0434782608695652,0.0,0.0434782608695652,0.0434782608695652,10.860304533538482
18,18,"['After Prime Minister David Cameron announced the return of the British Empire Medal (BEM), we tell the stories of some of the local heroes who were honoured the first time round.']","['\'The BEM\' was abolished in 1946 by the RAF, a former soldier who was honoured with a medal for ""rescuing"" a gang of armed men from a German minefield.']",0.2333333333333333,0.0,0.1666666666666666,0.1666666666666666,20.302800149970697
19,19,"['The death of Simegnew Bekele, the project manager of the multi-billion-dollar Grand Ethiopian Renaissance Dam, has been met by an outpouring of grief in Ethiopia.']","['The Grand Ethiopian Renaissance Dam, which is set to be the largest hydropower plant in Africa, has been renamed as a ""Patriotic ambitions"" by the government.']",0.4150943396226415,0.1568627450980392,0.3018867924528302,0.3018867924528302,37.79579465750828
20,20,"[""A court in the United States has sentenced a Singapore national for conspiring to provide material support to Sri Lanka's Tamil Tigers.""]","['US Attorney Rod J Rosenstein has been sentenced to 37 months in prison . he was accused of aiding the LTTE in the attempted purchase of Surface to Air Missiles, Night Vision of Devices, Machine Guns and State of the Art Firearms.']",0.1875,0.032258064516129,0.125,0.125,26.45803896595777
21,21,['Forecasters have extended warnings for thunderstorms across the whole of Wales until Monday evening.'],"['a yellow alert is in place from Friday, with up to 50mm of rain in short bursts over two to three hours.']",0.0555555555555555,0.0,0.0555555555555555,0.0555555555555555,19.046142359784003
22,22,['Scientists have obtained remarkable new insights into the asteroid impact that wiped out the dinosaurs.'],"[""The crater's smashed up materials have been analyzed and archived by scientists from the University of Texas, Germany.""]",0.2352941176470588,0.0,0.1176470588235294,0.1176470588235294,23.591943203600263
23,23,"[""It is a humiliating day for Co-op Group, or at least its previous management, because there is confirmation in today's rescue deal for Co-op Bank that the value of the bank has collapsed to nothing.""]",['Co-op Group is putting pressure on its creditors to agree to a deal to save the bank . a new committee is being rewritten to state that it must behave ethically.'],0.3768115942028986,0.0895522388059701,0.2318840579710144,0.2318840579710144,26.214581016434124
24,24,"[""Benedict Cumberbatch, Dame Helen Mirren and Dame Maggie Smith will be among the British stars on the red carpet at this year's London Film Festival.""]","['The London Film Festival will open on Tuesday with The Program, starring Colin Farrell and Rachel Weisz.']",0.372093023255814,0.097560975609756,0.186046511627907,0.186046511627907,26.29587379584179
25,25,['The taxpayer is owed more than £50m as a result of the collapse of ship building firm Ferguson Marine.'],"['A total of £49.7m is owed to the Scottish government - nearly £5m more than previously revealed . a number of private buyers have expressed an interest in the shipyard, but have not said how many.']",0.3333333333333333,0.0769230769230769,0.2592592592592592,0.2592592592592592,25.900424468072742
26,26,"['Aboriginal Australian actor ""Uncle"" Jack Charles says he has been refused taxi rides two times in three days.']","['The driver of a taxi in Melbourne, Australia, allegedly demanded upfront payment because ""he might not pay"" the driver of the taxi, a local taxi operator, said.']",0.1333333333333333,0.0,0.0888888888888888,0.0888888888888888,24.11008510323675
27,27,"[""A photograph of a man sleeping in a McDonald's in Fayette County, Georgia, has gone viral - but perhaps not for the intended reason.""]","[""a woman who shared a photo of a young man who was homeless has been criticized by a local woman who has criticized Mr Childs' behavior.""]",0.24,0.0416666666666666,0.24,0.24,18.09078181239817
28,28,"['Taxes must increase or services be cut to compensate for the loss of fuel tax income thanks to the advent of electric cars, the Treasury has admitted.']",['The Treasury has admitted that tackling climate change could be good for the economy.'],0.3414634146341463,0.2051282051282051,0.1951219512195122,0.1951219512195122,28.148520242678188
29,29,['Performances at the Latitude Festival were suspended for about an hour after lightning and heavy rain caused the power to be turned off.'],"['""Lightning is the concern, not rain,"" organisers of the event say.']",0.2352941176470588,0.0,0.1764705882352941,0.1764705882352941,17.09219272870245
30,30,['Celebrations have been held to mark the 200th anniversary of the opening of the Monmouthshire and Brecon Canals.'],['The canal is credited with kick-starting the Industrial Revolution in towns near its route.'],0.1212121212121212,0.0,0.1212121212121212,0.1212121212121212,16.466556545114898
31,31,['Wind power firms warn they may take the government to court if they get caught in a political row over subsidies.'],['The government has a policy that could be pushed to a 10% cut in subsidies to wind farms.'],0.358974358974359,0.054054054054054,0.2564102564102564,0.2564102564102564,32.46147792958322
32,32,['A council has said it may temporarily remove a statue of Robert Baden-Powell from public view after critics accused the Scout movement founder of racism.'],"['Baden-Powell\'s biographer says he was a \'sexual homosexual\' and a ""sexual"" man who was \'sentimental\' about boys.']",0.1777777777777777,0.0465116279069767,0.0888888888888888,0.0888888888888888,19.653131065610683
33,33,"['Almost three-quarters of universities in England are planning to charge the maximum £9,000 tuition fee for some or all of their courses, according to Office for Fair Access (Offa) figures.']","['The average fee level for 2014-15 will rise by about £150 to about £8,650, according to the Fair Access Watchdog.']",0.2962962962962963,0.0769230769230769,0.2592592592592592,0.2592592592592592,20.40231010661813
34,34,"['An MSP has voiced her ""deep sadness"" over the killing of the founder of the first Buddhist monastery in the UK.']",['A Chinese police statement said a Tibetan man had been killed in a dispute with a Chinese policeman.'],0.0512820512820512,0.0,0.0512820512820512,0.0512820512820512,15.9184270297747
35,35,['Google has gained hundreds of patents from IBM as it continues its intellectual property spending spree.'],"['Google has acquired 187 patents and 36 applications, including a $12.5bn (£7.7bn) deal for Motorola Mobility.']",0.1764705882352941,0.0625,0.1764705882352941,0.1764705882352941,24.39997767473452
36,36,['Lunchtime can be the highlight of any working day - until you open the fridge door to find your lunch has vanished.'],"[""a man's Twitter thread on the theft of a co-worker's shrimp fried rice has been viewed more than 400,000 times.""]",0.1333333333333333,0.0,0.1333333333333333,0.1333333333333333,19.91048651920611
37,37,"['Some house sales are falling through because of delays to property searches during the Covid-19 pandemic, a solicitor has warned.']",['A council spokesperson has warned that a delay with searches will hold up the chains . The council has called on the government to extend the holiday on land transaction tax.'],0.2352941176470588,0.0408163265306122,0.1176470588235294,0.1176470588235294,28.084637635166352
38,38,"['A cocaine-user stabbed his grandmother 30 times after building up a £35,000 gambling debt, a court was told.']",['A man accused of murdering 74-year-old Anne James has been denied a murder charge.'],0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,15.074721407922487
39,39,"[""Bullfighting fans in Catalonia have seen the last fights before a ban on the age-old tradition comes into effect in Spain's north-eastern region.""]","[""Spain's top three matadors performed at the monumental arena on Sunday, killing six half-tonne bulls . supporters of the ban say they will challenge the ban in the Spanish parliament.""]",0.2456140350877193,0.0363636363636363,0.1403508771929824,0.1403508771929824,24.37975691959459
40,40,"[""A major campaign's been launched to help stop small music venues closing.""]","['The Cellar in Oxford is one of the latest venues to be shut down, according to the Music Venue Trust.']",0.1818181818181818,0.0,0.1212121212121212,0.1212121212121212,21.21367116160659
